Exit,TOP1_Acc,TOP5_Acc,Loss
Exit_1,22.541799363057326,49.761146496815286,3.306511063484629
Exit_2,24.661624203821656,54.29936305732484,3.1918326259418657
Exit_3,34.68351910828026,66.2718949044586,2.6993730751572143
Exit_4,37.7687101910828,69.18789808917198,2.5366136951810994
Exit_5,38.80374203821656,70.75039808917198,2.472986847731718
Exit_6,46.248009554140125,77.13972929936305,2.13115494873873
Exit_7,52.06011146496815,81.55851910828025,1.8718861364255286
Exit_8,56.58837579617835,85.2109872611465,1.6710640032579944
Exit_9,73.84554140127389,94.07842356687898,0.9331394885755648
Exit_10,76.7515923566879,95.1532643312102,0.8288815503667115
Exit_11,80.01592356687898,96.44705414012739,0.7238089596010318
Exit_12,80.5732484076433,96.50676751592357,0.6934864287543449
Exit_13,85.28065286624204,97.58160828025478,0.5576476213658691
Exit_14,86.71377388535032,97.89012738853503,0.5580002282075821
