Exit,TOP1_Acc,TOP5_Acc,Loss
Exit_1,25.477707006369428,53.8515127388535,3.2118510789931958
Exit_2,26.66202229299363,56.568471337579616,3.1011554359630416
Exit_3,38.24641719745223,69.17794585987261,2.557025062050789
Exit_4,41.12261146496815,72.46218152866243,2.3834322068341978
Exit_5,42.366640127388536,73.7062101910828,2.326527341156249
Exit_6,50.09952229299363,79.76711783439491,1.97406389910704
Exit_7,54.39888535031847,83.62858280254777,1.7431990265086958
Exit_8,59.04657643312102,86.44506369426752,1.56369831303882
Exit_9,74.67157643312102,94.30732484076434,0.9150314456338335
Exit_10,76.65207006369427,95.39211783439491,0.8228880740275049
Exit_11,79.50835987261146,96.10867834394904,0.7252744248338566
Exit_12,84.6437101910828,97.22332802547771,0.5794830916413836
Exit_13,86.02707006369427,97.61146496815287,0.5731039510411062
