Exit,TOP1_Acc,TOP5_Acc,Loss
Exit_1,19.994028662420384,42.99363057324841,3.778762818901402
Exit_2,20.9593949044586,45.11345541401274,3.7038248739424784
Exit_3,28.662420382165607,54.279458598726116,3.239020525270207
Exit_4,31.230095541401273,57.41441082802548,3.0934684952353217
Exit_5,32.00636942675159,58.767914012738856,3.041698877978477
Exit_6,37.10191082802548,64.27149681528662,2.770452896500849
Exit_7,40.973328025477706,68.54100318471338,2.5552480008192124
Exit_8,45.00398089171974,72.0342356687898,2.384114609402456
Exit_9,60.4796974522293,83.18073248407643,1.6321700384282762
Exit_10,63.90326433121019,85.44984076433121,1.472019100454962
Exit_11,66.48089171974522,87.21138535031847,1.3385611520071699
Exit_12,73.17874203821655,90.625,1.0876291477756135
Exit_13,77.19944267515923,92.74482484076434,0.9657463406681255
