Exit,TOP-1 Acc,TOP-5 Acc,Loss
Exit_1,16.401273885350317,38.25636942675159,5.2590014463777
Exit_2,17.496019108280255,40.18710191082803,5.256864207565405
Exit_3,23.646496815286625,48.397691082802545,5.215726949606731
Exit_4,25.97531847133758,51.11464968152866,5.203392074366284
Exit_5,26.49283439490446,52.298964968152866,5.200611482000655
Exit_6,31.170382165605094,57.92197452229299,5.168015483078683
Exit_7,35.08160828025478,62.60947452229299,5.1370017938553145
Exit_8,39.03264331210191,66.48089171974522,5.11099203377013
Exit_9,57.991640127388536,81.37937898089172,4.869544709564015
Exit_10,61.932722929936304,84.29538216560509,4.819569687934438
Exit_11,65.02786624203821,86.25597133757962,4.7739113151647485
Exit_12,66.3017515923567,86.94267515923566,4.756323070283148
Exit_13,73.68630573248407,90.68471337579618,4.639352971581137
Exit_14,77.62738853503184,92.59554140127389,0.963695535234585
